return_id,order_id,order_line_id,return_date,return_reason,refund_amount,resolution
RE0020214,OR0049652,OL000115621,2023-02-15,Changed Mind,9.71,Exchange
RE0020215,OR0040018,OL000093214,2024-08-02,Late Delivery,28.92,Refunded
RE0020216,OR0091842,OL000214262,2023-06-17,Quality Issue,359.85,Refunded
RE0020217,OR0080994,OL000188798,2023-08-10,Wrong Item,105.55,Exchange
RE0020218,OR0114816,OL000267881,2024-01-25,Price Match,10.6,Exchange
RE0020219,OR0001657,OL000003893,2025-09-07,Duplicate Order,124.44,Refunded
RE0020220,OR0086729,OL000202215,2023-07-17,Price Match,6.48,Store Credit
RE0020221,OR0094550,OL000220631,2024-03-23,Changed Mind,16.69,Exchange
RE0020222,OR0052912,OL000123399,2025-02-17,Late Delivery,30.32,Refunded
RE0020223,OR0121477,OL000283260,2026-01-07,Price Match,9.03,Refunded
RE0020224,OR0093005,OL000217011,2024-10-27,Duplicate Order,635.53,Exchange
RE0020225,OR0117509,OL000274055,2024-01-21,Changed Mind,2.32,Refunded
RE0020226,OR0075950,OL000177206,2023-09-26,Late Delivery,21.89,Refunded
RE0020227,OR0065742,OL000153486,2025-10-03,Damaged,82.98,Store Credit
RE0020228,OR0075041,OL000175121,2025-05-04,Damaged,13.21,Refunded
RE0020229,OR0019807,OL000046204,2025-06-19,Price Match,22.75,Refunded
RE0020230,OR0127216,OL000296664,2025-09-07,Late Delivery,54.69,Store Credit
RE0020231,OR0062142,OL000145065,2025-12-06,Duplicate Order,2.96,Store Credit
RE0020232,OR0078461,OL000182991,2025-01-26,Changed Mind,4.24,Refunded
RE0020233,OR0085979,OL000200451,2025-03-27,Duplicate Order,631.44,Store Credit
RE0020234,OR0100372,OL000234076,2025-11-27,Damaged,45.19,Refunded
RE0020235,OR0120308,OL000280470,2025-08-08,Changed Mind,2.29,Store Credit
RE0020236,OR0053529,OL000124858,2024-02-15,Damaged,53.75,Store Credit
RE0020237,OR0025161,OL000058754,2023-05-23,Duplicate Order,108.9,Exchange
RE0020238,OR0062292,OL000145394,2026-01-10,Damaged,563.56,Refunded
RE0020239,OR0001910,OL000004486,2025-01-24,Duplicate Order,4.33,Exchange
RE0020240,OR0072687,OL000169637,2025-01-01,Wrong Item,12.93,Refunded
RE0020241,OR0077424,OL000180579,2025-08-10,Price Match,25.85,Refunded
RE0020242,OR0038749,OL000090239,2025-02-13,Damaged,4.94,Refunded
RE0020243,OR0098120,OL000228865,2025-07-21,Late Delivery,164.85,Store Credit
RE0020244,OR0068090,OL000158951,2024-01-14,Damaged,587.71,Refunded
RE0020245,OR0114505,OL000267173,2024-01-04,Duplicate Order,3.13,Exchange
RE0020246,OR0053002,OL000123637,2023-03-08,Wrong Item,38.52,Refunded
RE0020247,OR0123626,OL000288333,2024-11-18,Duplicate Order,4.48,Refunded
RE0020248,OR0016090,OL000037569,2024-04-06,Duplicate Order,38.21,Exchange
RE0020249,OR0104028,OL000242753,2024-03-27,Changed Mind,110.83,Refunded
RE0020250,OR0009018,OL000021225,2024-06-05,Duplicate Order,21.92,Refunded
RE0020251,OR0049373,OL000114979,2024-07-20,Damaged,113.99,Refunded
RE0020252,OR0103262,OL000240894,2023-09-04,Duplicate Order,30.17,Store Credit
RE0020253,OR0019224,OL000044863,2025-07-31,Price Match,33.32,Refunded
RE0020254,OR0081489,OL000189967,2024-04-10,Quality Issue,206.58,Store Credit
RE0020255,OR0123022,OL000286898,2024-08-03,Damaged,46.56,Store Credit
RE0020256,OR0125504,OL000292700,2023-07-28,Changed Mind,20.45,Refunded
RE0020257,OR0120811,OL000281682,2024-08-25,Damaged,230.31,Refunded
RE0020258,OR0088965,OL000207471,2024-10-22,Late Delivery,28.18,Exchange
RE0020259,OR0088164,OL000205609,2024-11-14,Late Delivery,74.77,Refunded
RE0020260,OR0057624,OL000134542,2025-05-15,Duplicate Order,13.55,Refunded
RE0020261,OR0069103,OL000161219,2025-05-18,Damaged,131.72,Refunded
RE0020262,OR0088798,OL000207062,2025-08-05,Changed Mind,82.49,Exchange
RE0020263,OR0068622,OL000160146,2024-11-19,Duplicate Order,206.6,Refunded
RE0020264,OR0058885,OL000137471,2024-02-21,Quality Issue,5.03,Exchange
RE0020265,OR0068623,OL000160151,2025-05-27,Duplicate Order,9.49,Store Credit
RE0020266,OR0057724,OL000134782,2024-11-12,Damaged,78.41,Store Credit
RE0020267,OR0109043,OL000254398,2024-12-19,Price Match,291.0,Refunded
RE0020268,OR0055814,OL000130356,2024-02-04,Price Match,82.96,Refunded
RE0020269,OR0068119,OL000159013,2024-04-26,Damaged,183.1,Exchange
RE0020270,OR0077141,OL000179949,2025-05-29,Duplicate Order,28.24,Refunded
RE0020271,OR0116628,OL000272057,2023-06-06,Damaged,4.88,Store Credit
RE0020272,OR0082004,OL000191181,2024-03-06,Quality Issue,26.06,Refunded
RE0020273,OR0050327,OL000117244,2024-04-29,Damaged,122.45,Refunded
RE0020274,OR0006950,OL000016318,2024-09-29,Damaged,153.64,Exchange
RE0020275,OR0115887,OL000270362,2023-12-07,Quality Issue,15.59,Refunded
RE0020276,OR0069374,OL000161885,2023-08-01,Late Delivery,210.8,Refunded
RE0020277,OR0088944,OL000207419,2024-07-05,Wrong Item,63.42,Store Credit
RE0020278,OR0128817,OL000300411,2025-12-17,Wrong Item,30.49,Store Credit
RE0020279,OR0016641,OL000038874,2023-03-18,Damaged,5.42,Refunded
RE0020280,OR0057588,OL000134438,2023-09-17,Quality Issue,2.85,Exchange
RE0020281,OR0097510,OL000227465,2024-12-15,Wrong Item,68.75,Refunded
RE0020282,OR0099018,OL000230973,2025-02-26,Changed Mind,107.55,Refunded
RE0020283,OR0086972,OL000202827,2025-02-24,Wrong Item,320.61,Exchange
RE0020284,OR0089470,OL000208649,2023-06-06,Wrong Item,3.59,Store Credit
RE0020285,OR0119791,OL000279277,2024-05-05,Late Delivery,173.41,Refunded
RE0020286,OR0126984,OL000296131,2025-09-08,Duplicate Order,71.44,Exchange
RE0020287,OR0009425,OL000022163,2025-04-13,Wrong Item,164.58,Refunded
RE0020288,OR0000970,OL000002322,2026-02-06,Changed Mind,76.87,Refunded
RE0020289,OR0104962,OL000244972,2023-02-24,Late Delivery,14.62,Exchange
RE0020290,OR0079641,OL000185679,2025-02-02,Late Delivery,384.0,Refunded
RE0020291,OR0010401,OL000024453,2025-05-12,Duplicate Order,98.85,Refunded
RE0020292,OR0074082,OL000172887,2024-04-26,Quality Issue,2218.06,Refunded
RE0020293,OR0032498,OL000075748,2023-05-21,Quality Issue,6.08,Refunded
RE0020294,OR0035848,OL000083521,2025-06-21,Price Match,885.92,Refunded
RE0020295,OR0038394,OL000089455,2024-06-24,Damaged,13.99,Refunded
RE0020296,OR0090809,OL000211859,2024-02-27,Price Match,6.11,Refunded
RE0020297,OR0077735,OL000181322,2023-09-24,Duplicate Order,542.04,Store Credit
RE0020298,OR0027284,OL000063667,2023-11-24,Late Delivery,67.38,Exchange
RE0020299,OR0090217,OL000210402,2025-01-06,Late Delivery,120.35,Exchange
RE0020300,OR0103808,OL000242232,2025-03-20,Quality Issue,101.86,Refunded
RE0020301,OR0085658,OL000199714,2024-01-30,Damaged,87.27,Refunded
RE0020302,OR0009296,OL000021866,2024-05-31,Changed Mind,19.06,Refunded
RE0020303,OR0000134,OL000000315,2025-04-06,Quality Issue,27.74,Refunded
RE0020304,OR0042398,OL000098732,2024-04-15,Duplicate Order,691.8,Refunded
RE0020305,OR0085849,OL000200157,2025-02-20,Damaged,5.76,Refunded
RE0020306,OR0086784,OL000202358,2024-06-27,Changed Mind,172.19,Exchange
RE0020307,OR0030596,OL000071439,2024-11-14,Quality Issue,8.18,Exchange
RE0020308,OR0025383,OL000059314,2025-10-24,Late Delivery,9.38,Refunded
RE0020309,OR0016189,OL000037797,2025-05-11,Duplicate Order,28.51,Refunded
RE0020310,OR0098007,OL000228620,2023-08-08,Quality Issue,413.08,Refunded
RE0020311,OR0079251,OL000184776,2023-07-06,Wrong Item,311.96,Refunded
RE0020312,OR0095996,OL000223944,2024-03-21,Late Delivery,28.35,Exchange
RE0020313,OR0046884,OL000109198,2025-11-21,Price Match,65.29,Refunded
RE0020314,OR0053940,OL000125841,2024-01-21,Quality Issue,317.1,Refunded
RE0020315,OR0088433,OL000206256,2023-03-26,Damaged,113.26,Refunded
RE0020316,OR0026452,OL000061753,2024-06-02,Wrong Item,9.25,Exchange
RE0020317,OR0075642,OL000176488,2023-06-11,Late Delivery,81.44,Exchange
RE0020318,OR0071863,OL000167696,2025-05-29,Price Match,319.15,Refunded
RE0020319,OR0066152,OL000154452,2024-07-25,Changed Mind,199.22,Store Credit
RE0020320,OR0064078,OL000149582,2026-01-27,Price Match,58.92,Exchange
RE0020321,OR0054287,OL000126623,2025-01-16,Wrong Item,134.11,Refunded
RE0020322,OR0122417,OL000285474,2025-02-10,Damaged,8.5,Refunded
RE0020323,OR0125165,OL000291914,2024-02-26,Changed Mind,69.48,Refunded
RE0020324,OR0037386,OL000087051,2023-08-20,Duplicate Order,91.31,Refunded
RE0020325,OR0061223,OL000142910,2025-05-15,Changed Mind,136.28,Refunded
RE0020326,OR0093366,OL000217849,2025-09-10,Wrong Item,10.7,Refunded
RE0020327,OR0026555,OL000061987,2025-04-23,Quality Issue,1.59,Store Credit
RE0020328,OR0127367,OL000297014,2025-08-26,Late Delivery,6.27,Refunded
RE0020329,OR0033930,OL000079075,2025-03-15,Price Match,9.33,Exchange
RE0020330,OR0042176,OL000098257,2024-11-07,Duplicate Order,21.72,Exchange
RE0020331,OR0085544,OL000199478,2025-07-15,Quality Issue,64.52,Refunded
RE0020332,OR0082320,OL000191893,2025-05-27,Duplicate Order,18.53,Store Credit
RE0020333,OR0017974,OL000041884,2024-08-03,Late Delivery,9.79,Refunded
RE0020334,OR0009998,OL000023527,2024-02-01,Changed Mind,204.1,Exchange
RE0020335,OR0056107,OL000131038,2025-12-20,Changed Mind,44.01,Exchange
RE0020336,OR0100385,OL000234109,2026-01-08,Quality Issue,40.77,Refunded
RE0020337,OR0033983,OL000079198,2025-08-29,Quality Issue,135.18,Refunded
RE0020338,OR0105346,OL000245853,2024-07-20,Late Delivery,92.51,Refunded
RE0020339,OR0109317,OL000255025,2023-11-26,Damaged,27.18,Refunded
RE0020340,OR0029355,OL000068565,2025-11-26,Late Delivery,1662.26,Refunded
RE0020341,OR0060213,OL000140593,2025-06-11,Changed Mind,22.67,Exchange
RE0020342,OR0085429,OL000199203,2023-09-23,Damaged,49.21,Refunded
RE0020343,OR0036751,OL000085523,2025-05-16,Quality Issue,8.38,Exchange
RE0020344,OR0099137,OL000231241,2023-06-02,Quality Issue,170.27,Refunded
RE0020345,OR0041044,OL000095567,2024-02-15,Changed Mind,85.39,Refunded
RE0020346,OR0081524,OL000190060,2025-02-12,Damaged,210.11,Refunded
RE0020347,OR0027420,OL000064022,2024-06-20,Price Match,324.5,Refunded
RE0020348,OR0056250,OL000131378,2025-04-06,Damaged,99.13,Refunded
RE0020349,OR0076205,OL000177830,2025-03-17,Damaged,55.48,Refunded
RE0020350,OR0090022,OL000209950,2024-03-11,Damaged,8.87,Store Credit
RE0020351,OR0107583,OL000251095,2023-04-17,Changed Mind,22.16,Refunded
RE0020352,OR0041614,OL000096948,2024-04-12,Quality Issue,7.03,Store Credit
RE0020353,OR0080982,OL000188770,2024-10-01,Late Delivery,59.75,Store Credit
RE0020354,OR0084960,OL000198085,2025-11-20,Price Match,43.67,Exchange
RE0020355,OR0046086,OL000107261,2025-05-24,Price Match,732.93,Store Credit
RE0020356,OR0128975,OL000300777,2024-05-23,Quality Issue,132.07,Refunded
RE0020357,OR0111799,OL000260797,2023-12-01,Wrong Item,71.74,Refunded
RE0020358,OR0122278,OL000285147,2025-12-09,Late Delivery,40.6,Refunded
RE0020359,OR0129862,OL000302828,2025-02-09,Quality Issue,14.94,Refunded
RE0020360,OR0021560,OL000050307,2025-09-16,Late Delivery,203.24,Exchange
RE0020361,OR0088536,OL000206489,2024-06-18,Price Match,338.02,Refunded
RE0020362,OR0007276,OL000017114,2023-07-03,Late Delivery,19.18,Refunded
RE0020363,OR0126919,OL000295985,2025-09-27,Changed Mind,6.66,Refunded
RE0020364,OR0070295,OL000164083,2025-02-17,Quality Issue,62.39,Refunded
RE0020365,OR0069646,OL000162571,2025-04-02,Damaged,6.33,Store Credit
RE0020366,OR0063867,OL000149101,2024-09-05,Wrong Item,17.31,Exchange
RE0020367,OR0054791,OL000127886,2023-07-10,Wrong Item,49.39,Refunded
RE0020368,OR0055453,OL000129481,2024-01-22,Price Match,36.73,Refunded
RE0020369,OR0064453,OL000150533,2025-05-10,Duplicate Order,11.81,Refunded
RE0020370,OR0078873,OL000183907,2024-08-15,Changed Mind,8.26,Refunded
RE0020371,OR0061790,OL000144220,2024-08-07,Quality Issue,3.64,Refunded
RE0020372,OR0064426,OL000150449,2025-12-15,Quality Issue,5.64,Store Credit
RE0020373,OR0099292,OL000231625,2024-09-26,Wrong Item,109.74,Exchange
RE0020374,OR0027181,OL000063433,2023-12-26,Wrong Item,10.6,Refunded
RE0020375,OR0017106,OL000039964,2025-10-12,Wrong Item,497.47,Exchange
RE0020376,OR0079172,OL000184607,2025-02-16,Wrong Item,5.14,Exchange
RE0020377,OR0030828,OL000071987,2025-08-18,Quality Issue,109.13,Refunded
RE0020378,OR0020069,OL000046798,2024-09-20,Price Match,309.46,Refunded
RE0020379,OR0054213,OL000126461,2024-04-28,Price Match,790.99,Refunded
RE0020380,OR0028148,OL000065728,2023-02-23,Late Delivery,307.51,Refunded
RE0020381,OR0077688,OL000181204,2025-03-04,Duplicate Order,112.87,Refunded
RE0020382,OR0100657,OL000234739,2023-12-13,Damaged,107.6,Store Credit
RE0020383,OR0029664,OL000069295,2025-03-30,Wrong Item,19.34,Refunded
RE0020384,OR0088248,OL000205816,2024-11-02,Changed Mind,21.26,Refunded
RE0020385,OR0076642,OL000178801,2024-08-25,Duplicate Order,138.39,Refunded
RE0020386,OR0072901,OL000170136,2024-01-21,Changed Mind,19.54,Refunded
RE0020387,OR0126169,OL000294292,2024-04-05,Price Match,33.59,Refunded
RE0020388,OR0034233,OL000079747,2024-10-15,Late Delivery,82.79,Refunded
RE0020389,OR0114837,OL000267925,2024-05-12,Damaged,3.96,Refunded
RE0020390,OR0074955,OL000174916,2023-09-15,Wrong Item,65.65,Refunded
RE0020391,OR0124076,OL000289422,2024-08-13,Quality Issue,55.12,Exchange
RE0020392,OR0113372,OL000264494,2025-09-06,Late Delivery,30.56,Refunded
RE0020393,OR0117033,OL000272949,2023-08-03,Wrong Item,173.05,Refunded
RE0020394,OR0064757,OL000151261,2024-04-21,Changed Mind,56.05,Refunded
RE0020395,OR0062049,OL000144811,2023-04-07,Damaged,138.4,Store Credit
RE0020396,OR0101738,OL000237265,2024-12-19,Duplicate Order,11.32,Exchange
RE0020397,OR0066814,OL000156072,2026-01-14,Wrong Item,150.33,Store Credit
RE0020398,OR0018102,OL000042186,2025-07-06,Changed Mind,28.08,Exchange
RE0020399,OR0100683,OL000234804,2025-06-27,Price Match,2.92,Exchange
RE0020400,OR0010501,OL000024702,2025-04-17,Quality Issue,54.58,Refunded
RE0020401,OR0089696,OL000209174,2025-08-08,Duplicate Order,161.72,Refunded
RE0020402,OR0103377,OL000241184,2023-12-12,Changed Mind,23.53,Refunded
RE0020403,OR0051919,OL000121078,2025-12-06,Late Delivery,29.62,Refunded
RE0020404,OR0103656,OL000241848,2025-08-12,Wrong Item,58.95,Refunded
RE0020405,OR0011308,OL000026644,2025-10-21,Quality Issue,6.08,Exchange
RE0020406,OR0100688,OL000234818,2023-08-09,Late Delivery,88.5,Exchange
RE0020407,OR0098958,OL000230842,2024-09-17,Quality Issue,17.37,Exchange
RE0020408,OR0027966,OL000065309,2025-04-30,Damaged,61.64,Refunded
RE0020409,OR0069543,OL000162316,2025-07-16,Wrong Item,32.6,Exchange
RE0020410,OR0031633,OL000073819,2025-10-01,Price Match,119.99,Store Credit
RE0020411,OR0121830,OL000284107,2026-02-02,Wrong Item,54.89,Refunded
RE0020412,OR0061058,OL000142530,2024-09-12,Price Match,39.64,Refunded
RE0020413,OR0052745,OL000123037,2025-11-06,Wrong Item,148.06,Store Credit
RE0020414,OR0071786,OL000167523,2026-02-07,Price Match,663.73,Refunded
RE0020415,OR0025453,OL000059477,2025-01-22,Changed Mind,40.06,Exchange
RE0020416,OR0119028,OL000277491,2024-07-25,Duplicate Order,911.25,Store Credit
RE0020417,OR0003946,OL000009240,2024-09-23,Changed Mind,31.61,Store Credit
RE0020418,OR0019721,OL000045998,2024-09-27,Late Delivery,7.14,Refunded
RE0020419,OR0018642,OL000043497,2025-08-26,Quality Issue,204.91,Refunded
RE0020420,OR0081288,OL000189491,2023-07-17,Quality Issue,471.9,Exchange
RE0020421,OR0128518,OL000299736,2025-04-04,Duplicate Order,640.84,Refunded
RE0020422,OR0029103,OL000067957,2025-07-22,Duplicate Order,16.21,Refunded
RE0020423,OR0002920,OL000006882,2025-04-05,Wrong Item,6.62,Exchange
RE0020424,OR0086440,OL000201518,2025-05-10,Damaged,76.16,Refunded
RE0020425,OR0058864,OL000137420,2025-04-14,Price Match,5.36,Refunded
RE0020426,OR0047525,OL000110647,2024-12-03,Duplicate Order,11.04,Refunded
RE0020427,OR0080568,OL000187803,2024-09-25,Wrong Item,105.72,Exchange
RE0020428,OR0015739,OL000036774,2025-08-22,Duplicate Order,4.68,Refunded
RE0020429,OR0090841,OL000211934,2025-02-16,Wrong Item,19.41,Exchange
RE0020430,OR0052746,OL000123041,2023-02-21,Wrong Item,29.09,Refunded
RE0020431,OR0104491,OL000243850,2025-06-07,Late Delivery,94.63,Refunded
RE0020432,OR0097022,OL000226324,2023-08-25,Damaged,4.25,Exchange
RE0020433,OR0027355,OL000063860,2023-03-12,Wrong Item,19.29,Refunded
RE0020434,OR0052134,OL000121596,2023-06-11,Changed Mind,560.38,Store Credit
RE0020435,OR0099943,OL000233125,2023-11-27,Changed Mind,28.52,Exchange
RE0020436,OR0011599,OL000027307,2024-05-27,Quality Issue,81.94,Exchange
RE0020437,OR0110050,OL000256744,2023-08-23,Price Match,19.33,Refunded
RE0020438,OR0042479,OL000098920,2025-02-19,Wrong Item,95.66,Exchange
RE0020439,OR0086795,OL000202373,2023-09-20,Price Match,45.07,Refunded
RE0020440,OR0117660,OL000274396,2024-11-18,Damaged,131.72,Exchange
RE0020441,OR0103062,OL000240448,2023-12-04,Duplicate Order,43.26,Exchange
RE0020442,OR0009321,OL000021918,2025-08-07,Late Delivery,1.05,Refunded
RE0020443,OR0009815,OL000023105,2023-11-17,Duplicate Order,54.25,Exchange
RE0020444,OR0060019,OL000140117,2023-05-03,Quality Issue,111.17,Refunded
RE0020445,OR0052952,OL000123497,2025-05-14,Late Delivery,106.71,Refunded
RE0020446,OR0112463,OL000262356,2023-04-25,Late Delivery,16.1,Exchange
RE0020447,OR0007903,OL000018636,2024-08-10,Changed Mind,15.53,Refunded
RE0020448,OR0065090,OL000151976,2025-07-12,Changed Mind,112.35,Exchange
RE0020449,OR0010020,OL000023572,2025-07-09,Damaged,3.57,Store Credit
RE0020450,OR0001131,OL000002681,2025-12-15,Late Delivery,18.46,Refunded
RE0020451,OR0052677,OL000122873,2024-08-08,Changed Mind,7.15,Refunded
RE0020452,OR0085776,OL000199980,2025-02-01,Late Delivery,40.29,Refunded
RE0020453,OR0023231,OL000054124,2025-09-27,Damaged,142.08,Exchange
RE0020454,OR0062637,OL000146170,2024-05-16,Duplicate Order,26.37,Refunded
RE0020455,OR0013530,OL000031717,2024-08-03,Late Delivery,4.66,Refunded
RE0020456,OR0055408,OL000129372,2023-10-30,Damaged,21.24,Refunded
RE0020457,OR0121165,OL000282541,2024-08-09,Quality Issue,14.27,Refunded
RE0020458,OR0027768,OL000064846,2023-08-18,Quality Issue,69.92,Exchange
RE0020459,OR0111536,OL000260190,2025-02-07,Price Match,13.36,Store Credit
RE0020460,OR0098676,OL000230167,2024-11-29,Quality Issue,68.49,Refunded
RE0020461,OR0005348,OL000012493,2023-06-02,Wrong Item,58.5,Refunded
RE0020462,OR0049475,OL000115206,2025-01-01,Duplicate Order,489.02,Refunded
RE0020463,OR0082411,OL000192106,2026-01-07,Late Delivery,3.19,Refunded
RE0020464,OR0037989,OL000088490,2024-04-03,Duplicate Order,690.63,Exchange
RE0020465,OR0062622,OL000146135,2023-12-07,Late Delivery,124.95,Refunded
RE0020466,OR0079755,OL000185943,2023-10-28,Price Match,526.81,Store Credit
RE0020467,OR0005408,OL000012646,2024-12-23,Price Match,62.53,Exchange
RE0020468,OR0124588,OL000290565,2025-03-19,Duplicate Order,24.07,Refunded
RE0020469,OR0062103,OL000144957,2023-11-23,Late Delivery,78.44,Refunded
RE0020470,OR0096697,OL000225578,2024-07-18,Price Match,28.98,Store Credit
RE0020471,OR0124510,OL000290383,2024-03-17,Late Delivery,7.21,Refunded
RE0020472,OR0007890,OL000018600,2025-03-31,Late Delivery,29.15,Refunded
RE0020473,OR0063670,OL000148652,2025-11-30,Wrong Item,13.3,Refunded
RE0020474,OR0117153,OL000273278,2025-03-21,Late Delivery,97.05,Refunded
RE0020475,OR0122279,OL000285152,2024-12-23,Duplicate Order,116.68,Refunded
RE0020476,OR0051825,OL000120872,2024-08-19,Damaged,33.68,Refunded
RE0020477,OR0077916,OL000181752,2026-01-16,Changed Mind,32.25,Refunded
RE0020478,OR0096074,OL000224113,2024-04-06,Quality Issue,559.85,Refunded
RE0020479,OR0049205,OL000114558,2025-03-23,Wrong Item,53.83,Refunded
RE0020480,OR0116882,OL000272595,2024-01-23,Changed Mind,6.11,Refunded
RE0020481,OR0053400,OL000124578,2024-10-25,Wrong Item,189.94,Refunded
RE0020482,OR0009599,OL000022587,2024-07-26,Changed Mind,11.23,Refunded
RE0020483,OR0104856,OL000244730,2024-05-06,Quality Issue,60.04,Store Credit
RE0020484,OR0070590,OL000164762,2024-06-12,Duplicate Order,29.87,Refunded
RE0020485,OR0039534,OL000092079,2025-10-15,Quality Issue,32.32,Refunded
RE0020486,OR0035483,OL000082661,2025-08-08,Quality Issue,3.53,Refunded
RE0020487,OR0123475,OL000287970,2024-04-09,Damaged,334.48,Exchange
RE0020488,OR0019603,OL000045726,2025-01-19,Duplicate Order,59.39,Exchange
RE0020489,OR0056603,OL000132216,2023-07-30,Wrong Item,154.42,Exchange
RE0020490,OR0089869,OL000209579,2025-05-18,Changed Mind,1497.63,Refunded
RE0020491,OR0080236,OL000187051,2025-12-24,Late Delivery,24.46,Refunded
RE0020492,OR0020333,OL000047408,2025-12-11,Wrong Item,24.84,Exchange
RE0020493,OR0013381,OL000031361,2025-11-15,Changed Mind,8.54,Store Credit
RE0020494,OR0111253,OL000259522,2025-04-28,Damaged,15.92,Store Credit
RE0020495,OR0045557,OL000106010,2023-09-17,Late Delivery,7.03,Refunded
RE0020496,OR0095346,OL000222456,2023-12-23,Wrong Item,14.96,Store Credit
RE0020497,OR0100376,OL000234088,2024-09-23,Duplicate Order,276.05,Exchange
RE0020498,OR0062438,OL000145713,2025-03-05,Duplicate Order,4.04,Exchange
RE0020499,OR0030909,OL000072167,2023-07-01,Changed Mind,0.8,Store Credit
RE0020500,OR0036871,OL000085813,2025-06-13,Changed Mind,145.74,Refunded
RE0020501,OR0054317,OL000126695,2025-04-12,Wrong Item,7.39,Refunded
RE0020502,OR0002212,OL000005212,2025-02-22,Duplicate Order,83.33,Refunded
RE0020503,OR0056188,OL000131217,2024-08-19,Quality Issue,19.25,Refunded
