order_id,customer_id,store_id,sales_channel,order_datetime,campaign_id,payment_method,fulfillment_type
OR0116048,CU012946,ST0096,Online,2024-05-20 20:39:00,UNKNOWN,Credit Card,Standard
OR0116049,CU025202,ST0041,Online,2023-02-03 13:59:00,UNKNOWN,PayPal,Express
OR0116050,CU021946,ST0080,Online,2023-04-10 18:15:00,UNKNOWN,PayPal,Express
OR0116051,CU032423,ST0074,In-Store,2025-09-28 18:45:00,UNKNOWN,Credit Card,Express
OR0116052,CU007684,ONLINE,Marketplace,2023-11-22 15:14:00,UNKNOWN,Debit Card,Pickup
OR0116053,CU021708,ONLINE,Online,2023-03-24 20:38:00,UNKNOWN,Debit Card,Standard
OR0116054,CU013420,ST0115,Mobile App,2024-10-16 21:49:00,UNKNOWN,Debit Card,Standard
OR0116055,CU044262,ST0065,In-Store,2024-10-23 16:43:00,UNKNOWN,Credit Card,Standard
OR0116056,CU031508,ONLINE,Mobile App,2024-05-05 10:40:00,UNKNOWN,Credit Card,Standard
OR0116057,CU040272,ST0080,Marketplace,2023-10-09 10:18:00,CA00840,Credit Card,Express
OR0116058,CU049782,ST0115,Online,2023-05-28 20:36:00,CA00021,Gift Card,Standard
OR0116059,CU018916,ST0024,In-Store,2023-03-02 08:53:00,CA00823,Gift Card,Same Day
OR0116060,CU018475,ST0093,In-Store,2025-11-16 08:22:00,CA00857,Debit Card,Standard
OR0116061,CU014931,ST0073,Marketplace,2025-04-27 09:31:00,CA00897,Credit Card,Pickup
OR0116062,CU048228,ST0026,In-Store,2023-12-05 15:18:00,UNKNOWN,Credit Card,Same Day
OR0116063,CU028449,ST0073,Online,2025-09-20 16:34:00,UNKNOWN,Cash,Express
OR0116064,CU034799,ST0004,Mobile App,2024-10-26 19:40:00,CA00141,Cash,Standard
OR0116065,CU030845,ONLINE,Online,2025-01-20 15:18:00,UNKNOWN,PayPal,Standard
OR0116066,CU033721,ST0103,In-Store,2025-04-27 10:06:00,UNKNOWN,Credit Card,Pickup
OR0116067,CU007341,ONLINE,Online,2023-10-17 20:49:00,UNKNOWN,PayPal,Express
OR0116068,CU023035,ST0059,In-Store,2025-10-16 17:30:00,UNKNOWN,Gift Card,Express
OR0116069,CU012345,ST0086,Marketplace,2024-07-15 11:12:00,CA00407,Debit Card,Pickup
OR0116070,CU004887,ST0077,In-Store,2023-04-24 18:12:00,UNKNOWN,PayPal,Standard
OR0116071,CU019161,ONLINE,Mobile App,2024-10-03 14:49:00,UNKNOWN,Debit Card,Standard
OR0116072,CU015784,ONLINE,Mobile App,2024-10-07 14:03:00,UNKNOWN,PayPal,Standard
OR0116073,CU046466,ST0027,Mobile App,2024-06-03 09:34:00,UNKNOWN,Cash,Express
OR0116074,CU031392,ST0005,Online,2025-08-03 19:18:00,CA00153,PayPal,Express
OR0116075,CU008063,ST0055,Online,2024-04-04 09:58:00,UNKNOWN,Debit Card,Standard
OR0116076,CU009082,ST0007,Online,2023-10-31 11:13:00,CA00290,Debit Card,Standard
OR0116077,CU036720,ST0058,In-Store,2024-07-09 12:43:00,CA00586,Debit Card,Standard
OR0116078,CU011461,ST0021,Online,2025-02-14 08:38:00,UNKNOWN,Credit Card,Standard
OR0116079,CU024451,ONLINE,Online,2024-03-07 15:56:00,CA00147,Cash,Standard
OR0116080,CU028052,ST0101,Online,2025-12-14 09:19:00,CA00689,Credit Card,Standard
OR0116081,CU042892,ONLINE,Mobile App,2025-01-13 09:35:00,CA00236,Credit Card,Standard
OR0116082,CU003896,ST0060,In-Store,2025-02-05 22:41:00,UNKNOWN,Gift Card,Standard
OR0116083,CU008382,ST0075,Mobile App,2025-03-30 08:34:00,UNKNOWN,PayPal,Express
OR0116084,CU017752,ONLINE,Mobile App,2025-06-12 08:54:00,CA00643,Credit Card,Standard
OR0116085,CU038962,ST0090,In-Store,2024-09-28 20:32:00,UNKNOWN,Debit Card,Standard
OR0116086,CU045460,ST0052,Mobile App,2024-09-13 16:01:00,UNKNOWN,Debit Card,Express
OR0116087,CU018381,ST0052,In-Store,2024-04-16 10:21:00,UNKNOWN,Gift Card,Pickup
OR0116088,CU037107,ST0046,Mobile App,2025-12-19 16:05:00,UNKNOWN,Credit Card,Pickup
OR0116089,CU030515,ST0067,Online,2024-10-28 20:29:00,CA00852,Credit Card,Standard
OR0116090,CU006754,ONLINE,Mobile App,2025-03-27 22:40:00,UNKNOWN,Gift Card,Standard
OR0116091,CU003644,ST0050,Mobile App,2025-11-19 13:28:00,UNKNOWN,PayPal,Express
OR0116092,CU021866,ONLINE,Mobile App,2025-03-18 16:43:00,UNKNOWN,Gift Card,Standard
OR0116093,CU008728,ST0101,Mobile App,2023-07-12 12:43:00,UNKNOWN,Debit Card,Express
OR0116094,CU004263,ST0059,Mobile App,2024-09-08 16:23:00,UNKNOWN,Gift Card,Standard
OR0116095,CU027070,ST0032,In-Store,2025-02-07 16:01:00,CA00525,Gift Card,Same Day
OR0116096,CU017636,ST0045,In-Store,2024-06-02 12:00:00,CA00519,Credit Card,Standard
OR0116097,CU007013,ONLINE,Online,2024-04-17 10:19:00,CA00520,Credit Card,Express
OR0116098,CU046693,ST0010,Mobile App,2023-06-29 12:41:00,UNKNOWN,PayPal,Standard
OR0116099,CU003504,ONLINE,Marketplace,2024-05-12 12:59:00,UNKNOWN,Cash,Standard
OR0116100,CU048181,ST0058,Online,2025-03-09 21:00:00,UNKNOWN,Debit Card,Standard
OR0116101,CU030808,ST0064,Online,2025-02-25 20:12:00,UNKNOWN,Credit Card,Pickup
OR0116102,CU019770,ONLINE,Mobile App,2024-04-23 21:22:00,CA00573,Debit Card,Standard
OR0116103,CU011731,ONLINE,Marketplace,2025-11-01 18:12:00,CA00751,Debit Card,Standard
OR0116104,CU032164,ST0063,In-Store,2024-05-08 21:38:00,UNKNOWN,Cash,Express
OR0116105,CU024868,ST0109,Mobile App,2023-11-23 14:19:00,UNKNOWN,Debit Card,Standard
OR0116106,CU019695,ST0086,Online,2025-01-02 15:27:00,UNKNOWN,Debit Card,Standard
OR0116107,CU037474,ONLINE,Marketplace,2023-05-07 17:11:00,UNKNOWN,Cash,Standard
OR0116108,CU043003,ST0019,Marketplace,2025-10-15 22:20:00,CA00187,Gift Card,Standard
OR0116109,CU045912,ST0033,Online,2024-05-07 17:08:00,CA00767,PayPal,Standard
OR0116110,CU019339,ST0119,In-Store,2025-01-12 08:31:00,UNKNOWN,Credit Card,Pickup
OR0116111,CU018267,ONLINE,Online,2024-10-09 08:36:00,CA00235,Debit Card,Standard
OR0116112,CU046035,ST0109,In-Store,2023-11-14 13:02:00,CA00120,Credit Card,Pickup
OR0116113,CU038345,ST0010,In-Store,2025-08-20 08:49:00,CA00729,Credit Card,Standard
OR0116114,CU017628,ST0019,In-Store,2025-05-05 08:10:00,UNKNOWN,Credit Card,Express
OR0116115,CU032721,ST0111,In-Store,2023-09-06 17:30:00,CA00244,Credit Card,Standard
OR0116116,CU043900,ST0086,Online,2024-09-20 16:50:00,UNKNOWN,Cash,Standard
OR0116117,CU042739,ONLINE,Online,2023-02-07 19:52:00,CA00407,Cash,Standard
OR0116118,CU034464,ST0084,In-Store,2023-11-30 09:38:00,CA00746,Credit Card,Standard
OR0116119,CU039475,ST0094,Marketplace,2025-07-27 18:37:00,CA00875,PayPal,Pickup
OR0116120,CU028624,ST0115,Online,2024-07-20 17:35:00,UNKNOWN,Cash,Express
OR0116121,CU049143,ONLINE,Online,2024-09-16 12:47:00,UNKNOWN,Debit Card,Standard
OR0116122,CU009699,ST0091,In-Store,2025-01-27 08:50:00,UNKNOWN,Gift Card,Standard
OR0116123,CU039538,ST0032,In-Store,2023-11-01 10:12:00,CA00434,Debit Card,Standard
OR0116124,CU043264,ONLINE,Mobile App,2025-08-15 22:05:00,UNKNOWN,Credit Card,Express
OR0116125,CU025913,ST0080,Mobile App,2023-06-22 14:23:00,UNKNOWN,Credit Card,Standard
OR0116126,CU029391,ST0056,In-Store,2025-02-13 09:28:00,CA00659,Credit Card,Standard
OR0116127,CU036615,ST0099,In-Store,2025-08-12 12:05:00,UNKNOWN,Credit Card,Pickup
OR0116128,CU021211,ST0060,In-Store,2023-03-14 13:44:00,UNKNOWN,Credit Card,Pickup
OR0116129,CU004749,ONLINE,Mobile App,2024-07-24 10:03:00,UNKNOWN,PayPal,Standard
OR0116130,CU022681,ONLINE,Mobile App,2025-02-04 10:33:00,CA00477,PayPal,Standard
OR0116131,CU016937,ST0102,Mobile App,2025-05-30 20:22:00,UNKNOWN,Credit Card,Standard
OR0116132,CU026078,ST0047,Online,2024-01-09 13:32:00,UNKNOWN,Gift Card,Standard
OR0116133,CU036967,ST0021,Mobile App,2025-05-11 10:55:00,CA00706,Gift Card,Pickup
OR0116134,CU032687,ST0021,In-Store,2023-03-28 11:16:00,UNKNOWN,Credit Card,Standard
OR0116135,CU032050,ONLINE,Mobile App,2024-11-11 11:05:00,UNKNOWN,Debit Card,Express
OR0116136,CU034273,ST0051,Mobile App,2025-01-27 08:27:00,UNKNOWN,Credit Card,Express
OR0116137,CU035238,ONLINE,Mobile App,2024-12-06 17:10:00,CA00158,Cash,Standard
OR0116138,CU031474,ST0022,In-Store,2024-07-25 22:32:00,UNKNOWN,Gift Card,Pickup
OR0116139,CU008742,ONLINE,Online,2024-09-03 11:00:00,CA00504,Cash,Pickup
OR0116140,CU017363,ONLINE,Online,2024-12-05 14:07:00,CA00345,Credit Card,Pickup
OR0116141,CU007221,ST0010,Online,2023-05-25 20:06:00,UNKNOWN,Credit Card,Express
OR0116142,CU045936,ST0097,Mobile App,2024-02-29 09:55:00,UNKNOWN,Credit Card,Standard
OR0116143,CU018995,ST0098,Online,2024-08-26 22:41:00,CA00809,Credit Card,Standard
OR0116144,CU018797,ST0063,In-Store,2025-12-13 12:44:00,UNKNOWN,PayPal,Express
OR0116145,CU007023,ONLINE,Mobile App,2023-05-12 08:09:00,UNKNOWN,PayPal,Standard
OR0116146,CU038809,ONLINE,Mobile App,2023-01-09 12:31:00,UNKNOWN,Debit Card,Pickup
OR0116147,CU016348,ST0073,Online,2024-12-13 19:57:00,UNKNOWN,Debit Card,Pickup
OR0116148,CU020853,ST0079,Online,2023-11-04 10:02:00,UNKNOWN,PayPal,Standard
OR0116149,CU048646,ONLINE,Online,2023-06-03 19:29:00,UNKNOWN,Cash,Pickup
OR0116150,CU023621,ST0002,Mobile App,2024-03-04 19:27:00,CA00396,Debit Card,Express
OR0116151,CU018769,ST0031,Online,2025-03-19 12:15:00,CA00335,Debit Card,Standard
OR0116152,CU047039,ST0101,Online,2025-07-07 18:02:00,UNKNOWN,PayPal,Standard
OR0116153,CU020583,ST0100,In-Store,2023-08-18 11:32:00,CA00310,Credit Card,Express
OR0116154,CU024516,ST0040,Online,2025-12-01 17:10:00,UNKNOWN,Credit Card,Express
OR0116155,CU011714,ST0048,In-Store,2024-01-13 18:25:00,UNKNOWN,Credit Card,Pickup
OR0116156,CU003888,ONLINE,Marketplace,2025-03-26 22:28:00,UNKNOWN,Gift Card,Express
OR0116157,CU003275,ONLINE,Mobile App,2024-12-04 16:52:00,UNKNOWN,Credit Card,Standard
OR0116158,CU015094,ST0098,Online,2025-06-30 18:28:00,CA00187,Credit Card,Standard
OR0116159,CU009397,ST0090,In-Store,2024-10-27 17:31:00,UNKNOWN,Credit Card,Standard
OR0116160,CU030661,ST0017,Mobile App,2024-01-19 10:31:00,CA00068,Credit Card,Pickup
OR0116161,CU039719,ST0115,Online,2025-05-20 22:26:00,UNKNOWN,Debit Card,Pickup
OR0116162,CU043551,ST0012,In-Store,2024-05-21 15:01:00,CA00558,Debit Card,Express
OR0116163,CU044426,ONLINE,Online,2025-03-14 12:03:00,UNKNOWN,Gift Card,Express
OR0116164,CU036283,ST0043,In-Store,2024-08-12 20:53:00,UNKNOWN,Debit Card,Standard
OR0116165,CU036540,ST0011,In-Store,2023-09-09 11:42:00,UNKNOWN,PayPal,Standard
OR0116166,CU048387,ST0019,In-Store,2025-06-01 12:25:00,UNKNOWN,PayPal,Pickup
OR0116167,CU038993,ST0015,In-Store,2023-07-19 17:13:00,UNKNOWN,Cash,Standard
OR0116168,CU021953,ST0014,Online,2023-04-29 20:00:00,CA00430,Credit Card,Standard
OR0116169,CU009509,ONLINE,Mobile App,2024-10-19 16:04:00,UNKNOWN,Debit Card,Standard
OR0116170,CU024338,ST0005,In-Store,2024-11-28 08:31:00,CA00329,Gift Card,Standard
OR0116171,CU038495,ST0085,In-Store,2024-05-28 20:12:00,CA00785,Gift Card,Standard
OR0116172,CU036684,ONLINE,Mobile App,2024-09-07 17:29:00,UNKNOWN,PayPal,Standard
OR0116173,CU000707,ST0070,Online,2025-07-16 19:17:00,UNKNOWN,Gift Card,Standard
OR0116174,CU034183,ONLINE,Online,2025-07-25 20:35:00,CA00844,Credit Card,Pickup
OR0116175,CU000942,ST0066,Online,2025-06-18 12:38:00,UNKNOWN,Gift Card,Same Day
OR0116176,CU041337,ONLINE,Mobile App,2024-12-08 08:58:00,CA00240,Credit Card,Standard
OR0116177,CU010880,ST0053,Online,2023-05-16 12:22:00,UNKNOWN,Gift Card,Express
OR0116178,CU001864,ST0084,Online,2025-05-29 10:16:00,CA00461,Credit Card,Standard
OR0116179,CU025607,ST0120,Online,2023-11-16 12:23:00,UNKNOWN,Credit Card,Standard
OR0116180,CU034349,ONLINE,Online,2024-01-29 18:58:00,CA00655,Debit Card,Express
OR0116181,CU033349,ST0058,Mobile App,2025-02-17 14:47:00,UNKNOWN,PayPal,Standard
OR0116182,CU023812,ONLINE,Online,2025-07-26 14:06:00,CA00842,Debit Card,Standard
OR0116183,CU049674,ONLINE,Online,2024-01-20 14:28:00,UNKNOWN,Credit Card,Standard
OR0116184,CU013264,ST0060,Online,2023-04-12 14:54:00,UNKNOWN,Debit Card,Same Day
OR0116185,CU014125,ST0025,In-Store,2025-05-07 16:44:00,UNKNOWN,Credit Card,Standard
OR0116186,CU034918,ST0001,In-Store,2024-09-08 22:03:00,UNKNOWN,Debit Card,Standard
OR0116187,CU001818,ST0077,In-Store,2025-05-10 16:19:00,CA00346,Credit Card,Standard
OR0116188,CU046107,ST0007,In-Store,2025-11-15 19:16:00,CA00147,Debit Card,Standard
OR0116189,CU044955,ST0031,In-Store,2025-06-26 11:10:00,UNKNOWN,Credit Card,Express
OR0116190,CU029177,ST0092,In-Store,2024-03-09 11:35:00,UNKNOWN,Debit Card,Standard
OR0116191,CU038219,ONLINE,Mobile App,2025-04-02 11:19:00,UNKNOWN,PayPal,Standard
OR0116192,CU045054,ST0047,Online,2025-01-14 11:40:00,UNKNOWN,Debit Card,Standard
OR0116193,CU041163,ST0063,Mobile App,2025-09-18 16:15:00,UNKNOWN,Debit Card,Same Day
OR0116194,CU031828,ST0101,In-Store,2025-03-22 17:50:00,CA00621,Credit Card,Standard
OR0116195,CU032789,ONLINE,Online,2024-01-03 19:25:00,UNKNOWN,Credit Card,Pickup
OR0116196,CU039579,ONLINE,Online,2025-03-30 22:31:00,CA00115,PayPal,Standard
OR0116197,CU032300,ST0044,In-Store,2025-03-23 21:48:00,UNKNOWN,PayPal,Standard
OR0116198,CU032688,ST0073,In-Store,2023-08-05 17:14:00,UNKNOWN,Credit Card,Standard
OR0116199,CU031992,ST0020,Mobile App,2025-10-16 16:29:00,UNKNOWN,Credit Card,Standard
OR0116200,CU001570,ST0103,In-Store,2023-09-16 18:23:00,UNKNOWN,Credit Card,Pickup
OR0116201,CU009987,ONLINE,Mobile App,2023-06-25 19:37:00,CA00747,PayPal,Standard
OR0116202,CU017142,ONLINE,Online,2024-02-14 13:36:00,CA00143,Debit Card,Standard
OR0116203,CU039230,ST0065,In-Store,2023-11-09 17:40:00,CA00713,PayPal,Standard
OR0116204,CU002218,ST0073,In-Store,2025-09-13 08:46:00,UNKNOWN,Gift Card,Pickup
OR0116205,CU020620,ST0024,Marketplace,2025-08-14 16:37:00,UNKNOWN,PayPal,Standard
OR0116206,CU013186,ST0087,Mobile App,2024-04-26 14:56:00,UNKNOWN,Cash,Standard
OR0116207,CU015186,ONLINE,Online,2023-09-30 08:00:00,CA00062,Gift Card,Standard
OR0116208,CU017798,ONLINE,Online,2025-03-27 20:57:00,CA00743,PayPal,Standard
OR0116209,CU041180,ONLINE,Marketplace,2023-11-08 14:15:00,UNKNOWN,PayPal,Standard
OR0116210,CU016892,ONLINE,Online,2025-02-13 20:58:00,UNKNOWN,Credit Card,Standard
OR0116211,CU012891,ST0081,In-Store,2023-02-12 11:16:00,UNKNOWN,Cash,Standard
OR0116212,CU014360,ST0090,Marketplace,2023-11-06 19:54:00,UNKNOWN,Credit Card,Express
OR0116213,CU022465,ST0005,In-Store,2024-12-08 17:23:00,UNKNOWN,Credit Card,Standard
OR0116214,CU037088,ST0025,Online,2025-03-07 12:41:00,UNKNOWN,Credit Card,Standard
OR0116215,CU014695,ST0011,In-Store,2024-07-22 14:49:00,UNKNOWN,Credit Card,Pickup
OR0116216,CU013899,ONLINE,Online,2024-11-04 22:54:00,CA00715,Credit Card,Standard
OR0116217,CU004810,ST0085,Marketplace,2025-12-05 11:19:00,UNKNOWN,Credit Card,Standard
OR0116218,CU044533,ST0072,Online,2024-12-17 10:29:00,UNKNOWN,Credit Card,Express
OR0116219,CU033279,ONLINE,Mobile App,2023-07-15 22:40:00,UNKNOWN,Debit Card,Pickup
OR0116220,CU046378,ST0018,Mobile App,2025-10-02 21:48:00,CA00708,Credit Card,Pickup
OR0116221,CU013841,ST0011,Mobile App,2023-09-17 14:59:00,CA00496,Credit Card,Standard
OR0116222,CU009911,ONLINE,Online,2024-08-10 09:00:00,CA00260,PayPal,Express
OR0116223,CU003430,ONLINE,Mobile App,2025-07-21 13:26:00,CA00046,Cash,Standard
OR0116224,CU029870,ST0036,In-Store,2025-02-11 17:34:00,UNKNOWN,Credit Card,Standard
OR0116225,CU038798,ST0112,Mobile App,2025-01-10 14:24:00,UNKNOWN,Credit Card,Standard
OR0116226,CU033215,ST0065,Mobile App,2024-06-10 15:46:00,UNKNOWN,Credit Card,Standard
OR0116227,CU010911,ST0079,Marketplace,2025-06-20 18:22:00,UNKNOWN,PayPal,Pickup
OR0116228,CU025209,ST0103,Online,2024-06-09 20:42:00,CA00180,Debit Card,Pickup
OR0116229,CU023727,ONLINE,Online,2024-07-08 22:50:00,UNKNOWN,Debit Card,Standard
OR0116230,CU018822,ONLINE,Mobile App,2025-05-05 09:03:00,UNKNOWN,Credit Card,Standard
OR0116231,CU019818,ST0035,In-Store,2023-06-30 10:33:00,UNKNOWN,Credit Card,Pickup
OR0116232,CU009409,ONLINE,Online,2024-07-28 11:29:00,UNKNOWN,Credit Card,Pickup
OR0116233,CU040206,ONLINE,Online,2024-10-31 15:53:00,UNKNOWN,Credit Card,Standard
OR0116234,CU021278,ONLINE,Online,2024-10-06 21:30:00,CA00604,Debit Card,Pickup
OR0116235,CU008730,ST0086,In-Store,2025-06-15 15:13:00,UNKNOWN,Credit Card,Pickup
OR0116236,CU010693,ST0120,Online,2023-12-24 14:09:00,UNKNOWN,PayPal,Standard
OR0116237,CU006636,ST0057,Online,2025-05-21 11:43:00,CA00635,Gift Card,Express
OR0116238,CU016602,ST0110,Mobile App,2023-07-19 08:07:00,UNKNOWN,PayPal,Pickup
OR0116239,CU027343,ST0102,Online,2025-09-12 09:32:00,UNKNOWN,Credit Card,Standard
OR0116240,CU010271,ONLINE,Online,2023-12-22 18:55:00,CA00201,Debit Card,Standard
OR0116241,CU048643,ST0020,Mobile App,2024-03-14 15:14:00,CA00739,Debit Card,Pickup
OR0116242,CU012391,ST0115,Online,2024-09-07 14:51:00,CA00253,Debit Card,Standard
OR0116243,CU044285,ST0083,Online,2023-03-31 15:30:00,UNKNOWN,Credit Card,Standard
OR0116244,CU047716,ST0052,Online,2025-08-12 16:56:00,CA00550,Debit Card,Standard
OR0116245,CU005626,ST0104,In-Store,2024-04-06 12:14:00,UNKNOWN,Credit Card,Express
OR0116246,CU047438,ST0001,Marketplace,2025-11-02 22:09:00,UNKNOWN,PayPal,Standard
OR0116247,CU006892,ST0041,In-Store,2024-02-06 09:22:00,CA00507,Credit Card,Standard
OR0116248,CU040566,ST0062,In-Store,2025-11-24 10:09:00,UNKNOWN,Credit Card,Pickup
OR0116249,CU003496,ONLINE,Online,2025-05-22 11:32:00,CA00485,PayPal,Express
OR0116250,CU040465,ST0120,Online,2025-05-22 10:02:00,UNKNOWN,Debit Card,Standard
OR0116251,CU014824,ST0102,In-Store,2023-12-18 09:33:00,UNKNOWN,Debit Card,Same Day
OR0116252,CU014223,ST0072,Online,2025-08-26 21:29:00,UNKNOWN,Gift Card,Express
OR0116253,CU028014,ST0097,Online,2023-12-28 09:29:00,UNKNOWN,PayPal,Same Day
OR0116254,CU010538,ST0111,Marketplace,2024-05-08 21:54:00,UNKNOWN,Gift Card,Standard
OR0116255,CU015199,ST0101,Online,2024-07-12 11:17:00,UNKNOWN,Credit Card,Express
OR0116256,CU019014,ONLINE,Online,2023-12-04 22:53:00,CA00110,Credit Card,Standard
OR0116257,CU047477,ONLINE,Mobile App,2025-10-18 19:41:00,CA00669,Cash,Pickup
OR0116258,CU026062,ST0016,In-Store,2023-03-24 14:13:00,UNKNOWN,Debit Card,Express
OR0116259,CU024758,ST0016,In-Store,2023-04-26 21:01:00,CA00175,Credit Card,Standard
OR0116260,CU014329,ONLINE,Marketplace,2024-09-04 21:25:00,UNKNOWN,Debit Card,Standard
OR0116261,CU014466,ST0026,In-Store,2025-04-08 21:38:00,UNKNOWN,Gift Card,Standard
OR0116262,CU030412,ST0099,In-Store,2023-09-06 21:36:00,UNKNOWN,Credit Card,Express
OR0116263,CU049423,ST0115,Mobile App,2025-01-03 13:07:00,UNKNOWN,PayPal,Standard
OR0116264,CU035655,ST0038,Online,2023-04-25 10:35:00,UNKNOWN,Debit Card,Pickup
OR0116265,CU023853,ST0004,Mobile App,2023-09-28 09:21:00,CA00810,Credit Card,Pickup
OR0116266,CU032719,ST0058,Online,2023-09-04 15:35:00,UNKNOWN,Credit Card,Standard
OR0116267,CU034183,ONLINE,Mobile App,2024-01-07 12:21:00,CA00564,Debit Card,Standard
OR0116268,CU032793,ONLINE,Online,2024-01-30 21:11:00,UNKNOWN,Credit Card,Express
OR0116269,CU040292,ST0029,In-Store,2025-01-12 22:13:00,UNKNOWN,PayPal,Standard
OR0116270,CU038831,ST0101,In-Store,2023-06-18 17:16:00,CA00090,PayPal,Express
OR0116271,CU038255,ONLINE,Online,2024-03-22 09:46:00,CA00524,Debit Card,Standard
OR0116272,CU019196,ST0114,Mobile App,2025-07-15 12:56:00,CA00268,Credit Card,Pickup
OR0116273,CU006066,ST0091,Mobile App,2024-07-11 15:19:00,UNKNOWN,PayPal,Standard
OR0116274,CU025308,ONLINE,Online,2025-06-07 14:11:00,UNKNOWN,Credit Card,Pickup
OR0116275,CU000838,ST0028,Marketplace,2023-06-04 19:01:00,UNKNOWN,Debit Card,Standard
OR0116276,CU034913,ST0009,In-Store,2024-01-10 08:01:00,UNKNOWN,PayPal,Pickup
OR0116277,CU028082,ONLINE,Online,2023-12-23 17:46:00,UNKNOWN,Cash,Standard
OR0116278,CU003013,ST0031,Mobile App,2024-07-21 10:59:00,CA00395,Debit Card,Pickup
OR0116279,CU029712,ST0090,Online,2024-12-25 09:08:00,UNKNOWN,Debit Card,Standard
OR0116280,CU003295,ST0099,In-Store,2023-11-11 17:04:00,UNKNOWN,Credit Card,Express
OR0116281,CU027906,ST0025,Marketplace,2025-07-12 20:49:00,CA00456,Cash,Standard
OR0116282,CU038986,ST0120,In-Store,2025-04-10 13:02:00,UNKNOWN,Debit Card,Express
OR0116283,CU047965,ONLINE,Mobile App,2023-09-26 09:42:00,UNKNOWN,Credit Card,Express
OR0116284,CU044128,ONLINE,Mobile App,2024-08-16 09:09:00,UNKNOWN,Cash,Pickup
OR0116285,CU037628,ST0102,Marketplace,2023-12-05 10:27:00,CA00742,Debit Card,Express
OR0116286,CU012556,ST0003,In-Store,2025-01-28 13:13:00,CA00662,Debit Card,Same Day
OR0116287,CU013391,ST0119,In-Store,2024-06-29 15:34:00,UNKNOWN,Debit Card,Standard
OR0116288,CU024568,ST0096,In-Store,2025-04-16 16:06:00,CA00097,Debit Card,Standard
OR0116289,CU011792,ST0047,Mobile App,2024-01-21 08:37:00,UNKNOWN,Cash,Express
OR0116290,CU045319,ST0029,In-Store,2024-03-20 16:46:00,UNKNOWN,PayPal,Standard
OR0116291,CU017563,ONLINE,Mobile App,2023-07-22 19:11:00,UNKNOWN,Gift Card,Pickup
OR0116292,CU006343,ST0095,Online,2025-09-09 08:26:00,CA00529,Debit Card,Standard
OR0116293,CU032689,ST0110,Online,2024-12-02 11:52:00,UNKNOWN,Credit Card,Standard
OR0116294,CU011447,ST0012,Mobile App,2025-06-02 20:58:00,UNKNOWN,PayPal,Standard
OR0116295,CU033970,ONLINE,Online,2025-09-28 18:19:00,UNKNOWN,Debit Card,Pickup
OR0116296,CU022248,ONLINE,Online,2024-05-20 14:10:00,UNKNOWN,Credit Card,Standard
OR0116297,CU047263,ST0115,Online,2025-09-14 20:47:00,CA00706,Credit Card,Standard
OR0116298,CU009723,ST0030,Online,2023-03-03 09:43:00,CA00085,Credit Card,Express
OR0116299,CU046836,ST0115,In-Store,2025-01-28 11:46:00,CA00426,PayPal,Pickup
OR0116300,CU047483,ST0096,In-Store,2025-06-05 17:20:00,UNKNOWN,Debit Card,Standard
OR0116301,CU026943,ST0073,In-Store,2025-09-12 08:36:00,CA00868,Cash,Pickup
OR0116302,CU049038,ST0100,Online,2023-11-26 17:34:00,UNKNOWN,Credit Card,Standard
OR0116303,CU028797,ST0009,Online,2025-01-14 21:14:00,CA00700,Credit Card,Standard
OR0116304,CU011416,ST0091,Online,2024-11-27 21:05:00,CA00723,PayPal,Standard
OR0116305,CU031902,ST0045,In-Store,2024-05-02 16:57:00,UNKNOWN,Credit Card,Pickup
OR0116306,CU015873,ST0086,In-Store,2025-06-25 08:41:00,UNKNOWN,Cash,Pickup
OR0116307,CU019703,ONLINE,Mobile App,2024-09-14 22:44:00,UNKNOWN,Credit Card,Pickup
OR0116308,CU019209,ST0064,Online,2024-12-12 15:11:00,CA00642,Credit Card,Standard
OR0116309,CU014215,ST0070,In-Store,2025-06-04 09:27:00,CA00170,Cash,Pickup
OR0116310,CU048084,ONLINE,Mobile App,2023-10-12 10:33:00,CA00889,PayPal,Standard
OR0116311,CU003040,ONLINE,Online,2024-03-22 12:09:00,UNKNOWN,Credit Card,Express
OR0116312,CU013500,ST0020,Online,2024-07-16 10:38:00,UNKNOWN,Debit Card,Standard
OR0116313,CU022863,ST0042,Online,2025-02-17 11:44:00,UNKNOWN,Cash,Pickup
OR0116314,CU001203,ST0040,In-Store,2023-07-15 12:46:00,CA00057,Credit Card,Express
OR0116315,CU021686,ST0060,Marketplace,2025-06-08 19:36:00,UNKNOWN,Debit Card,Standard
OR0116316,CU004211,ST0071,In-Store,2025-12-14 18:17:00,UNKNOWN,PayPal,Standard
OR0116317,CU020589,ST0004,Online,2023-10-27 11:43:00,UNKNOWN,Cash,Pickup
OR0116318,CU010474,ST0003,In-Store,2024-11-27 21:57:00,CA00872,PayPal,Standard
OR0116319,CU049836,ST0001,Marketplace,2024-07-21 22:22:00,UNKNOWN,PayPal,Standard
OR0116320,CU037857,ST0010,Mobile App,2025-04-03 15:13:00,UNKNOWN,Gift Card,Standard
OR0116321,CU006860,ST0022,In-Store,2024-03-25 20:49:00,CA00083,PayPal,Standard
OR0116322,CU023892,ST0020,In-Store,2025-03-27 09:20:00,CA00652,Credit Card,Express
OR0116323,CU040138,ST0038,In-Store,2025-04-14 09:41:00,CA00086,Debit Card,Express
